Notes,Age,Age Code,Gender,Gender Code,Yearly July 1st Estimates,Yearly July 1st Estimates Code,Population
,59 years,59,Female,F,2008,2008,1841411
,59 years,59,Female,F,2009,2009,1906141
,59 years,59,Female,F,2010,2010,1914666
,59 years,59,Female,F,2011,2011,1953763
,59 years,59,Female,F,2012,2012,2017088
,59 years,59,Female,F,2013,2013,2079145
,59 years,59,Female,F,2014,2014,2144625
,59 years,59,Female,F,2015,2015,2148345
,59 years,59,Female,F,2016,2016,2210095
,59 years,59,Female,F,2017,2017,2217447
,59 years,59,Female,F,2018,2018,2216349
Total,59 years,59,Female,F,,,36014432
,59 years,59,Male,M,1999,1999,1110934
,59 years,59,Male,M,2000,2000,1151308
,59 years,59,Male,M,2001,2001,1232487
,59 years,59,Male,M,2002,2002,1387713
,59 years,59,Male,M,2003,2003,1336406
,59 years,59,Male,M,2004,2004,1352760
,59 years,59,Male,M,2005,2005,1350936
,59 years,59,Male,M,2006,2006,1801227
,59 years,59,Male,M,2007,2007,1710700
,59 years,59,Male,M,2008,2008,1717301
,59 years,59,Male,M,2009,2009,1783506
,59 years,59,Male,M,2010,2010,1779382
,59 years,59,Male,M,2011,2011,1820415
,59 years,59,Male,M,2012,2012,1874009
,59 years,59,Male,M,2013,2013,1930382
,59 years,59,Male,M,2014,2014,2002641
,59 years,59,Male,M,2015,2015,2002834
,59 years,59,Male,M,2016,2016,2064932
,59 years,59,Male,M,2017,2017,2076940
,59 years,59,Male,M,2018,2018,2077675
Total,59 years,59,Male,M,,,33564488
Total,59 years,59,,,,,69578920
,60 years,60,Female,F,1999,1999,1205799
,60 years,60,Female,F,2000,2000,1218334
,60 years,60,Female,F,2001,2001,1241416
,60 years,60,Female,F,2002,2002,1323400
,60 years,60,Female,F,2003,2003,1481214
,60 years,60,Female,F,2004,2004,1423305
,60 years,60,Female,F,2005,2005,1433435
,60 years,60,Female,F,2006,2006,1430756
,60 years,60,Female,F,2007,2007,1893411
,60 years,60,Female,F,2008,2008,1802265
,60 years,60,Female,F,2009,2009,1811564
,60 years,60,Female,F,2010,2010,1874384
,60 years,60,Female,F,2011,2011,1904511
,60 years,60,Female,F,2012,2012,1943262
,60 years,60,Female,F,2013,2013,2005904
,60 years,60,Female,F,2014,2014,2067832
,60 years,60,Female,F,2015,2015,2133026
,60 years,60,Female,F,2016,2016,2136440
,60 years,60,Female,F,2017,2017,2197354
,60 years,60,Female,F,2018,2018,2204821
Total,60 years,60,Female,F,,,34732433
,60 years,60,Male,M,1999,1999,1107631
,60 years,60,Male,M,2000,2000,1119568
,60 years,60,Male,M,2001,2001,1138884
,60 years,60,Male,M,2002,2002,1217335
,60 years,60,Male,M,2003,2003,1368194
,60 years,60,Male,M,2004,2004,1315754
,60 years,60,Male,M,2005,2005,1330174
,60 years,60,Male,M,2006,2006,1326336
,60 years,60,Male,M,2007,2007,1766043
,60 years,60,Male,M,2008,2008,1674280
,60 years,60,Male,M,2009,2009,1677738
,60 years,60,Male,M,2010,2010,1742122
,60 years,60,Male,M,2011,2011,1760762
,60 years,60,Male,M,2012,2012,1801554
,60 years,60,Male,M,2013,2013,1854196
,60 years,60,Male,M,2014,2014,1909900
,60 years,60,Male,M,2015,2015,1981423
,60 years,60,Male,M,2016,2016,1981382
,60 years,60,Male,M,2017,2017,2042360
,60 years,60,Male,M,2018,2018,2054540
Total,60 years,60,Male,M,,,32170176
Total,60 years,60,,,,,66902609
,61 years,61,Female,F,1999,1999,1138272
,61 years,61,Female,F,2000,2000,1162793
,61 years,61,Female,F,2001,2001,1213556
,61 years,61,Female,F,2002,2002,1238720
,61 years,61,Female,F,2003,2003,1322858
,61 years,61,Female,F,2004,2004,1482907
,61 years,61,Female,F,2005,2005,1428216
,61 years,61,Female,F,2006,2006,1441590
,61 years,61,Female,F,2007,2007,1441286
,61 years,61,Female,F,2008,2008,1911784
,61 years,61,Female,F,2009,2009,1823104
,61 years,61,Female,F,2010,2010,1828619
,61 years,61,Female,F,2011,2011,1863525
,61 years,61,Female,F,2012,2012,1893447
,61 years,61,Female,F,2013,2013,1931508
,61 years,61,Female,F,2014,2014,1994061
,61 years,61,Female,F,2015,2015,2055592
,61 years,61,Female,F,2016,2016,2120410
,61 years,61,Female,F,2017,2017,2123242
,61 years,61,Female,F,2018,2018,2184082
Total,61 years,61,Female,F,,,33599572
,61 years,61,Male,M,1999,1999,1040279
,61 years,61,Male,M,2000,2000,1067425
,61 years,61,Male,M,2001,2001,1110151
,61 years,61,Male,M,2002,2002,1131638
,61 years,61,Male,M,2003,2003,1212101
,61 years,61,Male,M,2004,2004,1365695
,61 years,61,Male,M,2005,2005,1316923
,61 years,61,Male,M,2006,2006,1335279
,61 years,61,Male,M,2007,2007,1334516
,61 years,61,Male,M,2008,2008,1783203
,61 years,61,Male,M,2009,2009,1694484
,61 years,61,Male,M,2010,2010,1691320
,61 years,61,Male,M,2011,2011,1723174
,61 years,61,Male,M,2012,2012,1741295
,61 years,61,Male,M,2013,2013,1781209
,61 years,61,Male,M,2014,2014,1832858
,61 years,61,Male,M,2015,2015,1887794
,61 years,61,Male,M,2016,2016,1958678
,61 years,61,Male,M,2017,2017,1958114
,61 years,61,Male,M,2018,2018,2018812
Total,61 years,61,Male,M,,,30984948
Total,61 years,61,,,,,64584520
,62 years,62,Female,F,1999,1999,1089367
,62 years,62,Female,F,2000,2000,1148255
,62 years,62,Female,F,2001,2001,1156768
,62 years,62,Female,F,2002,2002,1207560
,62 years,62,Female,F,2003,2003,1232608
,62 years,62,Female,F,2004,2004,1316213
,62 years,62,Female,F,2005,2005,1475790
,62 years,62,Female,F,2006,2006,1422085
,62 years,62,Female,F,2007,2007,1435809
,62 years,62,Female,F,2008,2008,1435908
,62 years,62,Female,F,2009,2009,1905712
,62 years,62,Female,F,2010,2010,1815930
,62 years,62,Female,F,2011,2011,1816452
,62 years,62,Female,F,2012,2012,1851651
,62 years,62,Female,F,2013,2013,1881167
,62 years,62,Female,F,2014,2014,1919317
,62 years,62,Female,F,2015,2015,1981229
,62 years,62,Female,F,2016,2016,2042425
,62 years,62,Female,F,2017,2017,2106559
,62 years,62,Female,F,2018,2018,2109543
Total,62 years,62,Female,F,,,32350348
,62 years,62,Male,M,1999,1999,986960
,62 years,62,Male,M,2000,2000,1042104
,62 years,62,Male,M,2001,2001,1056502
,62 years,62,Male,M,2002,2002,1098596
,62 years,62,Male,M,2003,2003,1119523
,62 years,62,Male,M,2004,2004,1199144
,62 years,62,Male,M,2005,2005,1351274
,62 years,62,Male,M,2006,2006,1303566
,62 years,62,Male,M,2007,2007,1322109
,62 years,62,Male,M,2008,2008,1321417
,62 years,62,Male,M,2009,2009,1767422
,62 years,62,Male,M,2010,2010,1678985
,62 years,62,Male,M,2011,2011,1671569
,62 years,62,Male,M,2012,2012,1703085
,62 years,62,Male,M,2013,2013,1720137
,62 years,62,Male,M,2014,2014,1759258
,62 years,62,Male,M,2015,2015,1810263
,62 years,62,Male,M,2016,2016,1864672
,62 years,62,Male,M,2017,2017,1934180
,62 years,62,Male,M,2018,2018,1933853
Total,62 years,62,Male,M,,,29644619
Total,62 years,62,,,,,61994967
,63 years,63,Female,F,1999,1999,1083500
,63 years,63,Female,F,2000,2000,1089580
,63 years,63,Female,F,2001,2001,1141614
,63 years,63,Female,F,2002,2002,1150553
,63 years,63,Female,F,2003,2003,1201532
,63 years,63,Female,F,2004,2004,1226632
,63 years,63,Female,F,2005,2005,1310319
,63 years,63,Female,F,2006,2006,1469890
,63 years,63,Female,F,2007,2007,1417309
,63 years,63,Female,F,2008,2008,1431620
,63 years,63,Female,F,2009,2009,1432316
,63 years,63,Female,F,2010,2010,1898190
,63 years,63,Female,F,2011,2011,1802408
,63 years,63,Female,F,2012,2012,1803256
,63 years,63,Female,F,2013,2013,1838633
,63 years,63,Female,F,2014,2014,1868203
,63 years,63,Female,F,2015,2015,1905868
,63 years,63,Female,F,2016,2016,1967491
,63 years,63,Female,F,2017,2017,2027781
,63 years,63,Female,F,2018,2018,2091595
Total,63 years,63,Female,F,,,31158290
,63 years,63,Male,M,1999,1999,971465
,63 years,63,Male,M,2000,2000,979869
,63 years,63,Male,M,2001,2001,1030410
,63 years,63,Male,M,2002,2002,1045297
,63 years,63,Male,M,2003,2003,1087611
,63 years,63,Male,M,2004,2004,1108921
,63 years,63,Male,M,2005,2005,1188493
,63 years,63,Male,M,2006,2006,1340312
,63 years,63,Male,M,2007,2007,1294016
,63 years,63,Male,M,2008,2008,1313243
,63 years,63,Male,M,2009,2009,1313400
,63 years,63,Male,M,2010,2010,1753823
,63 years,63,Male,M,2011,2011,1657534
,63 years,63,Male,M,2012,2012,1650723
,63 years,63,Male,M,2013,2013,1680940
,63 years,63,Male,M,2014,2014,1697523
,63 years,63,Male,M,2015,2015,1735951
,63 years,63,Male,M,2016,2016,1786325
,63 years,63,Male,M,2017,2017,1839800
,63 years,63,Male,M,2018,2018,1908640
Total,63 years,63,Male,M,,,28384296
Total,63 years,63,,,,,59542586
,64 years,64,Female,F,1999,1999,1096791
,64 years,64,Female,F,2000,2000,1077244
,64 years,64,Female,F,2001,2001,1080816
,64 years,64,Female,F,2002,2002,1131435
,64 years,64,Female,F,2003,2003,1139251
,64 years,64,Female,F,2004,2004,1188741
,64 years,64,Female,F,2005,2005,1212791
,64 years,64,Female,F,2006,2006,1294668
,64 years,64,Female,F,2007,2007,1451383
,64 years,64,Female,F,2008,2008,1397948
,64 years,64,Female,F,2009,2009,1410628
,64 years,64,Female,F,2010,2010,1414144
,64 years,64,Female,F,2011,2011,1882732
,64 years,64,Female,F,2012,2012,1787930
,64 years,64,Female,F,2013,2013,1788858
,64 years,64,Female,F,2014,2014,1824850
,64 years,64,Female,F,2015,2015,1854004
,64 years,64,Female,F,2016,2016,1891312
,64 years,64,Female,F,2017,2017,1951989
,64 years,64,Female,F,2018,2018,2012074
Total,64 years,64,Female,F,,,29889589
,64 years,64,Male,M,1999,1999,973141
,64 years,64,Male,M,2000,2000,957957
,64 years,64,Male,M,2001,2001,966203
,64 years,64,Male,M,2002,2002,1015731
,64 years,64,Male,M,2003,2003,1029496
,64 years,64,Male,M,2004,2004,1070816
,64 years,64,Male,M,2005,2005,1090862
,64 years,64,Male,M,2006,2006,1168771
,64 years,64,Male,M,2007,2007,1317780
,64 years,64,Male,M,2008,2008,1270827
,64 years,64,Male,M,2009,2009,1288629
,64 years,64,Male,M,2010,2010,1291793
,64 years,64,Male,M,2011,2011,1730300
,64 years,64,Male,M,2012,2012,1635318
,64 years,64,Male,M,2013,2013,1627607
,64 years,64,Male,M,2014,2014,1657978
,64 years,64,Male,M,2015,2015,1673658
,64 years,64,Male,M,2016,2016,1711138
,64 years,64,Male,M,2017,2017,1760630
,64 years,64,Male,M,2018,2018,1813691
Total,64 years,64,Male,M,,,27052326
Total,64 years,64,,,,,56941915
,65 years,65,Female,F,1999,1999,1018034
,65 years,65,Female,F,2000,2000,1085306
,65 years,65,Female,F,2001,2001,1068644
,65 years,65,Female,F,2002,2002,1073097
,65 years,65,Female,F,2003,2003,1124059
,65 years,65,Female,F,2004,2004,1132615
,65 years,65,Female,F,2005,2005,1183371
,65 years,65,Female,F,2006,2006,1208196
,65 years,65,Female,F,2007,2007,1290637
,65 years,65,Female,F,2008,2008,1448356
,65 years,65,Female,F,2009,2009,1396005
,65 years,65,Female,F,2010,2010,1405763
,65 years,65,Female,F,2011,2011,1401843
,65 years,65,Female,F,2012,2012,1866560
,65 years,65,Female,F,2013,2013,1772137
,65 years,65,Female,F,2014,2014,1773658
,65 years,65,Female,F,2015,2015,1809548
,65 years,65,Female,F,2016,2016,1838605
,65 years,65,Female,F,2017,2017,1875168
,65 years,65,Female,F,2018,2018,1935507
Total,65 years,65,Female,F,,,28707109
,65 years,65,Male,M,1999,1999,895420
,65 years,65,Male,M,2000,2000,954031
,65 years,65,Male,M,2001,2001,943626
,65 years,65,Male,M,2002,2002,952282
,65 years,65,Male,M,2003,2003,1001903
,65 years,65,Male,M,2004,2004,1015816
,65 years,65,Male,M,2005,2005,1057487
,65 years,65,Male,M,2006,2006,1077812
,65 years,65,Male,M,2007,2007,1155119
,65 years,65,Male,M,2008,2008,1303557
,65 years,65,Male,M,2009,2009,1257340
,65 years,65,Male,M,2010,2010,1272621
,65 years,65,Male,M,2011,2011,1272793
,65 years,65,Male,M,2012,2012,1705773
,65 years,65,Male,M,2013,2013,1611115
,65 years,65,Male,M,2014,2014,1603988
,65 years,65,Male,M,2015,2015,1633701
,65 years,65,Male,M,2016,2016,1648673
,65 years,65,Male,M,2017,2017,1684992
,65 years,65,Male,M,2018,2018,1734093
Total,65 years,65,Male,M,,,25782142
Total,65 years,65,,,,,54489251
,66 years,66,Female,F,1999,1999,1018914
,66 years,66,Female,F,2000,2000,1003753
,66 years,66,Female,F,2001,2001,1075042
,66 years,66,Female,F,2002,2002,1058192
,66 years,66,Female,F,2003,2003,1062639
,66 years,66,Female,F,2004,2004,1112641
,66 years,66,Female,F,2005,2005,1121292
,66 years,66,Female,F,2006,2006,1171707
,66 years,66,Female,F,2007,2007,1195702
,66 years,66,Female,F,2008,2008,1277374
,66 years,66,Female,F,2009,2009,1433620
,66 years,66,Female,F,2010,2010,1381492
,66 years,66,Female,F,2011,2011,1392441
,66 years,66,Female,F,2012,2012,1388700
,66 years,66,Female,F,2013,2013,1848770
,66 years,66,Female,F,2014,2014,1755377
,66 years,66,Female,F,2015,2015,1757288
,66 years,66,Female,F,2016,2016,1793199
,66 years,66,Female,F,2017,2017,1821593
,66 years,66,Female,F,2018,2018,1857985
Total,66 years,66,Female,F,,,27527721
,66 years,66,Male,M,1999,1999,877447
,66 years,66,Male,M,2000,2000,873031
,66 years,66,Male,M,2001,2001,938399
,66 years,66,Male,M,2002,2002,928349
,66 years,66,Male,M,2003,2003,937277
,66 years,66,Male,M,2004,2004,986009
,66 years,66,Male,M,2005,2005,1000448
,66 years,66,Male,M,2006,2006,1042044
,66 years,66,Male,M,2007,2007,1061969
,66 years,66,Male,M,2008,2008,1138633
,66 years,66,Male,M,2009,2009,1285834
,66 years,66,Male,M,2010,2010,1239751
,66 years,66,Male,M,2011,2011,1252746
,66 years,66,Male,M,2012,2012,1253089
,66 years,66,Male,M,2013,2013,1679066
,66 years,66,Male,M,2014,2014,1586232
,66 years,66,Male,M,2015,2015,1578771
,66 years,66,Male,M,2016,2016,1608149
,66 years,66,Male,M,2017,2017,1622470
,66 years,66,Male,M,2018,2018,1658451
Total,66 years,66,Male,M,,,24548165
Total,66 years,66,,,,,52075886
,67 years,67,Female,F,1999,1999,1035759
,67 years,67,Female,F,2000,2000,1013867
,67 years,67,Female,F,2001,2001,993065
,67 years,67,Female,F,2002,2002,1064068
,67 years,67,Female,F,2003,2003,1048005
,67 years,67,Female,F,2004,2004,1052462
,67 years,67,Female,F,2005,2005,1102944
,67 years,67,Female,F,2006,2006,1112106
,67 years,67,Female,F,2007,2007,1162703
,67 years,67,Female,F,2008,2008,1186870
,67 years,67,Female,F,2009,2009,1268698
,67 years,67,Female,F,2010,2010,1423519
,67 years,67,Female,F,2011,2011,1366776
,67 years,67,Female,F,2012,2012,1378313
,67 years,67,Female,F,2013,2013,1374286
,67 years,67,Female,F,2014,2014,1829758
,67 years,67,Female,F,2015,2015,1737442
,67 years,67,Female,F,2016,2016,1739519
,67 years,67,Female,F,2017,2017,1775074
,67 years,67,Female,F,2018,2018,1803359
Total,67 years,67,Female,F,,,26468593
,67 years,67,Male,M,1999,1999,880924
,67 years,67,Male,M,2000,2000,869025
,67 years,67,Male,M,2001,2001,857420
,67 years,67,Male,M,2002,2002,922458
,67 years,67,Male,M,2003,2003,913146
,67 years,67,Male,M,2004,2004,922625
,67 years,67,Male,M,2005,2005,971691
,67 years,67,Male,M,2006,2006,986584
,67 years,67,Male,M,2007,2007,1028624
,67 years,67,Male,M,2008,2008,1048799
,67 years,67,Male,M,2009,2009,1125678
,67 years,67,Male,M,2010,2010,1270098
,67 years,67,Male,M,2011,2011,1218496
,67 years,67,Male,M,2012,2012,1231659
,67 years,67,Male,M,2013,2013,1231738
,67 years,67,Male,M,2014,2014,1651225
,67 years,67,Male,M,2015,2015,1559379
,67 years,67,Male,M,2016,2016,1552195
,67 years,67,Male,M,2017,2017,1580939
,67 years,67,Male,M,2018,2018,1595396
Total,67 years,67,Male,M,,,23418099
Total,67 years,67,,,,,49886692
,68 years,68,Female,F,1999,1999,1038635
,68 years,68,Female,F,2000,2000,1010761
,68 years,68,Female,F,2001,2001,1001409
,68 years,68,Female,F,2002,2002,981106
,68 years,68,Female,F,2003,2003,1051571
,68 years,68,Female,F,2004,2004,1035666
,68 years,68,Female,F,2005,2005,1040489
,68 years,68,Female,F,2006,2006,1090864
,68 years,68,Female,F,2007,2007,1099908
,68 years,68,Female,F,2008,2008,1150404
,68 years,68,Female,F,2009,2009,1174695
,68 years,68,Female,F,2010,2010,1254076
,68 years,68,Female,F,2011,2011,1406853
,68 years,68,Female,F,2012,2012,1350998
,68 years,68,Female,F,2013,2013,1362579
,68 years,68,Female,F,2014,2014,1359031
,68 years,68,Female,F,2015,2015,1809526
,68 years,68,Female,F,2016,2016,1718216
,68 years,68,Female,F,2017,2017,1720249
,68 years,68,Female,F,2018,2018,1755485
Total,68 years,68,Female,F,,,25412521
,68 years,68,Male,M,1999,1999,879176
,68 years,68,Male,M,2000,2000,857003
,68 years,68,Male,M,2001,2001,851383
,68 years,68,Male,M,2002,2002,840036
,68 years,68,Male,M,2003,2003,904419
,68 years,68,Male,M,2004,2004,895181
,68 years,68,Male,M,2005,2005,904790
,68 years,68,Male,M,2006,2006,953381
,68 years,68,Male,M,2007,2007,968187
,68 years,68,Male,M,2008,2008,1009620
,68 years,68,Male,M,2009,2009,1029534
,68 years,68,Male,M,2010,2010,1105672
,68 years,68,Male,M,2011,2011,1246288
,68 years,68,Male,M,2012,2012,1195906
,68 years,68,Male,M,2013,2013,1209022
,68 years,68,Male,M,2014,2014,1209280
,68 years,68,Male,M,2015,2015,1621545
,68 years,68,Male,M,2016,2016,1531196
,68 years,68,Male,M,2017,2017,1523933
,68 years,68,Male,M,2018,2018,1552348
Total,68 years,68,Male,M,,,22287900
Total,68 years,68,,,,,47700421
,69 years,69,Female,F,1999,1999,1030646
,69 years,69,Female,F,2000,2000,1011745
,69 years,69,Female,F,2001,2001,996458
,69 years,69,Female,F,2002,2002,987351
,69 years,69,Female,F,2003,2003,967432
,69 years,69,Female,F,2004,2004,1037034
,69 years,69,Female,F,2005,2005,1021404
,69 years,69,Female,F,2006,2006,1026329
,69 years,69,Female,F,2007,2007,1075855
,69 years,69,Female,F,2008,2008,1084904
,69 years,69,Female,F,2009,2009,1134860
,69 years,69,Female,F,2010,2010,1161027
,69 years,69,Female,F,2011,2011,1237872
,69 years,69,Female,F,2012,2012,1388986
,69 years,69,Female,F,2013,2013,1333442
,69 years,69,Female,F,2014,2014,1345951
,69 years,69,Female,F,2015,2015,1342483
,69 years,69,Female,F,2016,2016,1787702
,69 years,69,Female,F,2017,2017,1697348
,69 years,69,Female,F,2018,2018,1699744
Total,69 years,69,Female,F,,,24368573
,69 years,69,Male,M,1999,1999,866543
,69 years,69,Male,M,2000,2000,845387
,69 years,69,Male,M,2001,2001,836787
,69 years,69,Male,M,2002,2002,831542
,69 years,69,Male,M,2003,2003,820345
,69 years,69,Male,M,2004,2004,883380
,69 years,69,Male,M,2005,2005,874711
,69 years,69,Male,M,2006,2006,884178
,69 years,69,Male,M,2007,2007,931531
,69 years,69,Male,M,2008,2008,945830
,69 years,69,Male,M,2009,2009,986113
,69 years,69,Male,M,2010,2010,1006753
,69 years,69,Male,M,2011,2011,1083202
,69 years,69,Male,M,2012,2012,1221406
,69 years,69,Male,M,2013,2013,1171820
,69 years,69,Male,M,2014,2014,1185270
,69 years,69,Male,M,2015,2015,1185337
,69 years,69,Male,M,2016,2016,1590002
,69 years,69,Male,M,2017,2017,1501234
,69 years,69,Male,M,2018,2018,1494525
Total,69 years,69,Male,M,,,21145896
Total,69 years,69,,,,,45514469
,70 years,70,Female,F,1999,1999,1036615
,70 years,70,Female,F,2000,2000,1035444
,70 years,70,Female,F,2001,2001,994877
,70 years,70,Female,F,2002,2002,978995
,70 years,70,Female,F,2003,2003,969166
,70 years,70,Female,F,2004,2004,948585
,70 years,70,Female,F,2005,2005,1016272
,70 years,70,Female,F,2006,2006,1000140
,70 years,70,Female,F,2007,2007,1003987
,70 years,70,Female,F,2008,2008,1051554
,70 years,70,Female,F,2009,2009,1059376
,70 years,70,Female,F,2010,2010,1108487
,70 years,70,Female,F,2011,2011,1144407
,70 years,70,Female,F,2012,2012,1220546
,70 years,70,Female,F,2013,2013,1369242
,70 years,70,Female,F,2014,2014,1315517
,70 years,70,Female,F,2015,2015,1327735
,70 years,70,Female,F,2016,2016,1324761
,70 years,70,Female,F,2017,2017,1763688
,70 years,70,Female,F,2018,2018,1674714
Total,70 years,70,Female,F,,,23344108
,70 years,70,Male,M,1999,1999,835920
,70 years,70,Male,M,2000,2000,848854
,70 years,70,Male,M,2001,2001,822982
,70 years,70,Male,M,2002,2002,813765
,70 years,70,Male,M,2003,2003,808170
,70 years,70,Male,M,2004,2004,796318
,70 years,70,Male,M,2005,2005,857454
,70 years,70,Male,M,2006,2006,848416
,70 years,70,Male,M,2007,2007,856729
,70 years,70,Male,M,2008,2008,901774
,70 years,70,Male,M,2009,2009,914700
,70 years,70,Male,M,2010,2010,954041
,70 years,70,Male,M,2011,2011,984544
,70 years,70,Male,M,2012,2012,1060065
,70 years,70,Male,M,2013,2013,1194739
,70 years,70,Male,M,2014,2014,1146943
,70 years,70,Male,M,2015,2015,1160063
,70 years,70,Male,M,2016,2016,1160428
,70 years,70,Male,M,2017,2017,1556705
,70 years,70,Male,M,2018,2018,1469752
Total,70 years,70,Male,M,,,19992362
Total,70 years,70,,,,,43336470
,71 years,71,Female,F,1999,1999,1013700
,71 years,71,Female,F,2000,2000,988614
,71 years,71,Female,F,2001,2001,1018307
,71 years,71,Female,F,2002,2002,979452
,71 years,71,Female,F,2003,2003,964958
,71 years,71,Female,F,2004,2004,956125
,71 years,71,Female,F,2005,2005,937061
,71 years,71,Female,F,2006,2006,1005603
,71 years,71,Female,F,2007,2007,990705
,71 years,71,Female,F,2008,2008,995703
,71 years,71,Female,F,2009,2009,1044260
,71 years,71,Female,F,2010,2010,1050325
,71 years,71,Female,F,2011,2011,1091066
,71 years,71,Female,F,2012,2012,1127059
,71 years,71,Female,F,2013,2013,1201663
,71 years,71,Female,F,2014,2014,1349353
,71 years,71,Female,F,2015,2015,1295947
,71 years,71,Female,F,2016,2016,1308944
,71 years,71,Female,F,2017,2017,1305683
,71 years,71,Female,F,2018,2018,1738342
Total,71 years,71,Female,F,,,22362870
,71 years,71,Male,M,1999,1999,817115
,71 years,71,Male,M,2000,2000,799703
,71 years,71,Male,M,2001,2001,826369
,71 years,71,Male,M,2002,2002,802655
,71 years,71,Male,M,2003,2003,795334
,71 years,71,Male,M,2004,2004,791222
,71 years,71,Male,M,2005,2005,781306
,71 years,71,Male,M,2006,2006,843344
,71 years,71,Male,M,2007,2007,836079
,71 years,71,Male,M,2008,2008,845857
,71 years,71,Male,M,2009,2009,892048
,71 years,71,Male,M,2010,2010,903220
,71 years,71,Male,M,2011,2011,931237
,71 years,71,Male,M,2012,2012,961716
,71 years,71,Male,M,2013,2013,1034974
,71 years,71,Male,M,2014,2014,1167821
,71 years,71,Male,M,2015,2015,1120566
,71 years,71,Male,M,2016,2016,1134475
,71 years,71,Male,M,2017,2017,1134416
,71 years,71,Male,M,2018,2018,1522210
Total,71 years,71,Male,M,,,18941667
Total,71 years,71,,,,,41304537
,72 years,72,Female,F,1999,1999,984670
,72 years,72,Female,F,2000,2000,994611
,72 years,72,Female,F,2001,2001,969044
,72 years,72,Female,F,2002,2002,997815
,72 years,72,Female,F,2003,2003,959437
,72 years,72,Female,F,2004,2004,944588
,72 years,72,Female,F,2005,2005,935793
,72 years,72,Female,F,2006,2006,917086
,72 years,72,Female,F,2007,2007,983890
,72 years,72,Female,F,2008,2008,968816
,72 years,72,Female,F,2009,2009,973444
,72 years,72,Female,F,2010,2010,1021272
,72 years,72,Female,F,2011,2011,1032058
,72 years,72,Female,F,2012,2012,1072821
,72 years,72,Female,F,2013,2013,1107930
,72 years,72,Female,F,2014,2014,1182567
,72 years,72,Female,F,2015,2015,1327296
,72 years,72,Female,F,2016,2016,1275746
,72 years,72,Female,F,2017,2017,1288516
,72 years,72,Female,F,2018,2018,1285319
Total,72 years,72,Female,F,,,21222719
,72 years,72,Male,M,1999,1999,766712
,72 years,72,Male,M,2000,2000,787324
,72 years,72,Male,M,2001,2001,774723
,72 years,72,Male,M,2002,2002,800131
,72 years,72,Male,M,2003,2003,776914
,72 years,72,Male,M,2004,2004,769205
,72 years,72,Male,M,2005,2005,765167
,72 years,72,Male,M,2006,2006,755357
,72 years,72,Male,M,2007,2007,815065
,72 years,72,Male,M,2008,2008,807647
,72 years,72,Male,M,2009,2009,816692
,72 years,72,Male,M,2010,2010,862506
,72 years,72,Male,M,2011,2011,879663
,72 years,72,Male,M,2012,2012,907695
,72 years,72,Male,M,2013,2013,936886
,72 years,72,Male,M,2014,2014,1009446
,72 years,72,Male,M,2015,2015,1138608
,72 years,72,Male,M,2016,2016,1093524
,72 years,72,Male,M,2017,2017,1107104
,72 years,72,Male,M,2018,2018,1106964
Total,72 years,72,Male,M,,,17677333
Total,72 years,72,,,,,38900052
,73 years,73,Female,F,1999,1999,969353
,73 years,73,Female,F,2000,2000,977727
,73 years,73,Female,F,2001,2001,972997
,73 years,73,Female,F,2002,2002,948338
,73 years,73,Female,F,2003,2003,977035
,73 years,73,Female,F,2004,2004,939444
,73 years,73,Female,F,2005,2005,925511
,73 years,73,Female,F,2006,2006,917734
,73 years,73,Female,F,2007,2007,899567
,73 years,73,Female,F,2008,2008,965653
,73 years,73,Female,F,2009,2009,951400
,73 years,73,Female,F,2010,2010,955647
,73 years,73,Female,F,2011,2011,1001666
,73 years,73,Female,F,2012,2012,1012914
,73 years,73,Female,F,2013,2013,1052604
,73 years,73,Female,F,2014,2014,1088328
,73 years,73,Female,F,2015,2015,1161082
,73 years,73,Female,F,2016,2016,1304254
,73 years,73,Female,F,2017,2017,1253585
,73 years,73,Female,F,2018,2018,1266423
Total,73 years,73,Female,F,,,20541262
,73 years,73,Male,M,1999,1999,745037
,73 years,73,Male,M,2000,2000,757651
,73 years,73,Male,M,2001,2001,760633
,73 years,73,Male,M,2002,2002,749112
,73 years,73,Male,M,2003,2003,774554
,73 years,73,Male,M,2004,2004,752487
,73 years,73,Male,M,2005,2005,746001
,73 years,73,Male,M,2006,2006,743108
,73 years,73,Male,M,2007,2007,734155
,73 years,73,Male,M,2008,2008,792997
,73 years,73,Male,M,2009,2009,786497
,73 years,73,Male,M,2010,2010,794626
,73 years,73,Male,M,2011,2011,837848
,73 years,73,Male,M,2012,2012,855287
,73 years,73,Male,M,2013,2013,882090
,73 years,73,Male,M,2014,2014,911650
,73 years,73,Male,M,2015,2015,981728
,73 years,73,Male,M,2016,2016,1108568
,73 years,73,Male,M,2017,2017,1064688
,73 years,73,Male,M,2018,2018,1078210
Total,73 years,73,Male,M,,,16856927
Total,73 years,73,,,,,37398189
,74 years,74,Female,F,1999,1999,979098
,74 years,74,Female,F,2000,2000,953498
,74 years,74,Female,F,2001,2001,953283
,74 years,74,Female,F,2002,2002,948244
,74 years,74,Female,F,2003,2003,923900
,74 years,74,Female,F,2004,2004,951203
,74 years,74,Female,F,2005,2005,914432
,74 years,74,Female,F,2006,2006,900873
,74 years,74,Female,F,2007,2007,892848
,74 years,74,Female,F,2008,2008,874610
,74 years,74,Female,F,2009,2009,938799
